#1
double	HDU(8761,11) #T_Aussen	Q_Lueft	Q_Heiz	Raumtemp	Te_gl	Q_el_tot	CO2	Raumfeuchte	Strom	TWW	
26420400	7.5	-1.18	0.97	20.03	11.65	8.43	1096.83	65.75	409.18	3.50	
26424000	5.8	-1.34	3.65	19.94	11.65	8.65	1134.04	65.97	399.96	3.50	
26427600	5.2	-1.39	5.28	19.89	11.65	8.25	1160.27	66.03	371.16	3.50	
26431200	4.6	-1.45	7.77	19.82	11.65	7.73	1178.74	66.15	322.97	1.40	
26434800	3.8	-1.52	10.13	19.75	11.65	7.05	1191.77	66.22	238.60	0.00	
26438400	3.7	-1.53	11.48	19.69	11.21	7.21	1200.94	66.22	174.10	0.00	
26442000	2.8	-1.62	13.22	19.63	11.21	7.17	1207.41	66.22	133.99	0.00	
26445600	2	-1.69	14.66	19.58	11.21	7.46	1211.97	66.17	110.55	0.00	
26449200	2.4	-1.65	14.84	19.56	11.21	7.38	1215.18	66.00	104.18	0.00	
26452800	1.7	-1.72	15.62	19.53	11.21	7.70	1217.44	65.86	102.70	0.00	
26456400	1.8	-1.71	16.05	19.51	11.21	12.24	1219.03	65.69	107.46	0.00	
26460000	3.4	-1.56	15.55	19.51	11.21	12.25	1220.16	65.50	139.41	0.00	
26463600	3.7	-1.53	14.39	19.53	11.21	13.17	1184.50	65.21	221.94	4.90	
26467200	5	-1.41	12.21	19.58	11.21	10.08	1135.07	64.86	308.63	4.90	
26470800	6	-1.32	7.86	19.71	11.21	10.21	1075.94	64.23	357.89	2.80	
26474400	7.3	-1.20	1.41	19.92	11.21	9.38	997.82	63.31	388.59	2.80	
26478000	8.6	-1.12	0.00	20.36	11.21	9.55	942.77	61.61	408.94	2.80	
26481600	10	-1.12	0.00	21.66	11.21	12.35	903.98	57.05	431.67	2.80	
26485200	10.3	-1.04	0.00	21.30	11.21	7.17	876.64	58.11	422.33	2.80	
26488800	11.3	-0.95	0.00	21.40	11.21	6.05	893.83	57.67	383.83	2.80	
26492400	10.6	-1.01	0.00	21.38	11.21	5.30	905.94	57.58	353.85	7.00	
26496000	10.1	-1.03	0.00	21.12	11.21	5.21	914.47	58.34	348.73	7.00	
26499600	8.2	-1.19	0.00	20.93	11.21	9.99	969.09	58.89	379.31	8.40	
26503200	6.8	-1.31	0.00	20.80	11.21	11.29	1044.02	59.27	436.19	8.40	
26506800	6.3	-1.34	0.00	20.64	11.21	7.69	1096.83	59.77	471.36	8.40	
26510400	6.2	-1.33	0.00	20.47	11.21	7.14	1134.04	60.33	429.29	1.40	
26514000	5.2	-1.40	0.00	20.20	11.21	6.34	1160.27	61.18	350.63	1.40	
26517600	5.7	-1.35	1.87	20.07	11.21	5.66	1178.74	61.58	329.81	1.40	
26521200	7.1	-1.22	3.57	20.01	11.21	4.76	1191.77	61.78	277.27	0.00	
26524800	7.8	-1.15	4.95	19.96	9.77	4.87	1200.94	61.97	200.57	0.00	
26528400	7.8	-1.15	6.10	19.92	9.77	4.47	1207.41	62.00	148.04	0.00	
26532000	7.5	-1.18	7.09	19.88	9.77	4.46	1211.97	62.02	116.32	0.00	
26535600	7.4	-1.19	8.07	19.84	9.77	4.66	1215.18	62.06	105.37	0.00	
26539200	7.4	-1.19	8.91	19.81	9.77	4.85	1217.44	62.10	102.76	0.00	
26542800	7.5	-1.18	9.26	19.79	9.77	8.92	1219.03	62.07	102.99	0.00	
26546400	7.6	-1.17	9.17	19.78	9.77	9.44	1220.16	62.01	108.83	0.00	
26550000	7.5	-1.18	8.73	19.78	9.77	10.70	1184.50	61.85	156.01	4.90	
26553600	7.5	-1.18	7.14	19.80	9.77	8.30	1135.07	61.57	264.72	4.90	
26557200	7.8	-1.15	4.76	19.86	9.77	9.18	1075.94	61.16	379.67	2.80	
26560800	8.1	-1.12	2.44	19.93	9.77	9.66	997.82	60.64	440.48	2.80	
26564400	8.3	-1.11	0.39	20.00	9.77	9.66	942.77	60.13	488.32	2.80	
26568000	8.7	-1.10	0.00	20.35	9.77	12.45	903.98	58.65	494.56	2.80	
26571600	9.6	-1.06	0.00	20.77	9.77	7.17	876.64	56.99	401.33	2.80	
26575200	9.7	-1.14	0.00	21.69	9.77	6.05	893.83	53.82	324.28	2.80	
26578800	9.4	-1.19	0.00	21.99	9.77	5.30	905.94	52.74	288.04	7.00	
26582400	8	-1.26	0.00	21.51	9.77	5.21	914.47	54.02	255.37	7.00	
26586000	6.6	-1.36	0.00	21.19	9.77	10.11	969.09	54.90	265.97	8.40	
26589600	5.4	-1.46	0.00	21.04	9.77	11.40	1044.02	55.32	327.37	8.40	
26593200	5.1	-1.47	0.00	20.84	9.77	7.69	1096.83	55.90	383.00	8.40	
26596800	4.8	-1.48	0.00	20.62	9.77	7.14	1134.04	56.51	368.31	1.40	
26600400	4.7	-1.46	0.00	20.36	9.77	6.34	1160.27	57.25	342.54	1.40	
26604000	3.9	-1.51	0.84	20.12	9.77	5.36	1178.74	57.92	303.75	1.40	
26607600	3.2	-1.58	3.93	20.01	9.77	5.03	1191.77	58.14	223.66	0.00	
26611200	1.4	-1.75	7.28	19.90	8.89	5.32	1200.94	58.35	158.51	0.00	
26614800	1.4	-1.75	9.43	19.81	8.89	5.67	1207.41	58.47	117.04	0.00	
26618400	0.7	-1.81	11.59	19.72	8.89	6.39	1211.97	58.57	105.37	0.00	
26622000	1.2	-1.76	12.28	19.68	8.89	6.60	1215.18	58.54	102.58	0.00	
26625600	2.1	-1.68	12.85	19.64	8.89	6.95	1217.44	58.50	104.84	0.00	
26629200	2.5	-1.64	12.67	19.62	8.89	12.34	1219.03	58.42	125.25	0.00	
26632800	2.6	-1.63	11.98	19.61	8.89	13.77	1220.16	58.30	221.16	2.10	
26636400	2.1	-1.68	11.85	19.61	8.89	14.78	1184.50	58.14	308.75	35.00	
26640000	2.6	-1.63	8.41	19.71	8.89	9.32	1135.07	57.57	327.19	0.70	
26643600	5.8	-1.34	0.00	20.02	8.89	6.17	1075.94	56.44	323.56	0.70	
26647200	8.8	-1.16	0.00	21.03	8.89	6.10	997.82	53.02	314.28	0.70	
26650800	10.5	-0.98	0.00	20.92	8.89	6.58	942.77	53.17	317.14	0.70	
26654400	10.5	-1.01	0.00	21.19	8.89	10.36	903.98	52.16	356.05	11.20	
26658000	11	-0.98	0.00	21.35	8.89	6.11	876.64	51.51	346.65	0.70	
26661600	11.1	-0.97	0.00	21.45	8.89	5.50	893.83	51.08	301.72	0.70	
26665200	10.4	-1.03	0.00	21.39	8.89	5.16	905.94	51.13	269.89	0.70	
26668800	8.7	-1.17	0.00	21.25	8.89	5.42	914.47	51.50	252.64	0.70	
26672400	7.2	-1.29	0.00	21.01	8.89	10.42	969.09	52.20	276.85	0.70	
26676000	6.1	-1.38	0.00	20.86	8.89	11.83	1044.02	52.67	344.74	3.50	
26679600	4.8	-1.48	0.00	20.66	8.89	8.15	1096.83	53.29	409.18	3.50	
26683200	4.8	-1.46	0.00	20.42	8.89	7.53	1134.04	54.02	399.96	3.50	
26686800	5.4	-1.38	0.00	20.21	8.89	6.60	1160.27	54.74	371.16	3.50	
26690400	4.9	-1.42	1.95	20.06	8.89	5.87	1178.74	55.21	322.97	1.40	
26694000	4.9	-1.42	4.56	19.98	8.89	5.18	1191.77	55.49	238.60	0.00	
26697600	3.6	-1.54	7.50	19.88	7.83	5.23	1200.94	55.80	158.51	0.00	
26701200	2.1	-1.68	10.26	19.78	7.83	5.89	1207.41	56.05	117.04	0.00	
26704800	1.7	-1.72	12.12	19.70	7.83	6.46	1211.97	56.22	105.37	0.00	
26708400	2.6	-1.63	12.82	19.66	7.83	6.61	1215.18	56.30	102.58	0.00	
26712000	1.4	-1.75	13.77	19.61	7.83	7.37	1217.44	56.35	104.84	0.00	
26715600	1.7	-1.72	14.40	19.56	7.83	13.10	1219.03	56.42	125.25	0.00	
26719200	4.5	-1.46	12.76	19.58	7.83	13.65	1220.16	56.36	221.16	2.10	
26722800	5.2	-1.39	11.65	19.61	7.83	14.12	1184.50	56.25	308.75	35.00	
26726400	5.7	-1.35	10.18	19.66	7.83	9.60	1135.07	56.04	327.19	0.70	
26730000	5.6	-1.36	8.05	19.74	7.83	8.66	1075.94	55.69	323.56	0.70	
26733600	5.6	-1.36	5.41	19.84	7.83	7.77	997.82	55.23	314.28	0.70	
26737200	6.3	-1.29	2.32	19.95	7.83	7.28	942.77	54.77	317.14	0.70	
26740800	6.4	-1.28	0.24	20.04	7.83	10.74	903.98	54.40	356.05	11.20	
26744400	6.9	-1.24	0.00	20.13	7.83	6.11	876.64	54.02	346.65	0.70	
26748000	6.6	-1.26	0.11	20.10	7.83	5.53	893.83	54.08	301.72	0.70	
26751600	6.6	-1.26	2.34	20.04	7.83	5.86	905.94	54.21	269.89	0.70	
26755200	6.6	-1.26	4.65	19.95	7.83	6.80	914.47	54.42	252.64	0.70	
26758800	6.7	-1.25	4.77	19.91	7.83	11.88	969.09	54.57	276.85	0.70	
26762400	6.7	-1.25	4.50	19.89	7.83	13.13	1044.02	54.72	344.74	3.50	
26766000	6.5	-1.27	4.77	19.87	7.83	9.58	1096.83	54.84	409.18	3.50	
26769600	6.5	-1.27	5.74	19.84	7.83	9.25	1134.04	54.97	399.96	3.50	
26773200	6.6	-1.26	6.56	19.82	7.83	8.56	1160.27	55.08	371.16	3.50	
26776800	6.6	-1.26	7.91	19.79	7.83	7.61	1178.74	55.20	322.97	1.40	
26780400	6.1	-1.31	10.09	19.74	7.83	6.81	1191.77	55.40	238.60	0.00	
26784000	5.9	-1.33	11.49	19.70	6.93	6.27	1200.94	55.55	158.51	0.00	
26787600	5.9	-1.33	12.41	19.67	6.93	6.16	1207.41	55.67	117.04	0.00	
26791200	5.9	-1.33	12.66	19.65	6.93	6.12	1211.97	55.74	105.37	0.00	
26794800	5.6	-1.36	13.11	19.63	6.93	6.31	1215.18	55.82	102.58	0.00	
26798400	5.7	-1.35	13.00	19.63	6.93	6.54	1217.44	55.83	104.84	0.00	
26802000	5.5	-1.37	12.49	19.62	6.93	11.68	1219.03	55.84	125.25	0.00	
26805600	5.4	-1.37	11.58	19.63	6.93	13.10	1220.16	55.83	221.16	2.10	
26809200	5	-1.41	11.19	19.63	6.93	14.01	1184.50	55.73	308.75	35.00	
26812800	4.9	-1.42	10.69	19.65	6.93	9.85	1135.07	55.56	327.19	0.70	
26816400	5.1	-1.40	8.09	19.74	6.93	8.71	1075.94	55.11	323.56	0.70	
26820000	5.6	-1.36	5.47	19.84	6.93	7.79	997.82	54.58	314.28	0.70	
26823600	5.1	-1.40	2.76	19.94	6.93	7.44	942.77	54.07	317.14	0.70	
26827200	5.1	-1.40	0.95	20.02	6.93	11.06	903.98	53.63	356.05	11.20	
26830800	6.7	-1.37	0.00	21.14	6.93	6.11	876.64	50.03	346.65	0.70	
26834400	7	-1.41	0.00	21.91	6.93	5.50	893.83	47.72	301.72	0.70	
26838000	6.9	-1.42	0.00	22.03	6.93	5.16	905.94	47.28	269.89	0.70	
26841600	6	-1.43	0.00	21.34	6.93	5.42	914.47	49.08	252.64	0.70	
26845200	3.5	-1.64	0.00	21.08	6.93	10.69	969.09	49.72	276.85	0.70	
26848800	2.9	-1.67	0.00	20.78	6.93	12.07	1044.02	50.54	344.74	3.50	
26852400	2.2	-1.71	0.00	20.49	6.93	8.15	1096.83	51.37	409.18	3.50	
26856000	2	-1.69	0.00	20.16	6.93	7.53	1134.04	52.30	399.96	3.50	
26859600	1.7	-1.72	2.97	20.01	6.93	7.63	1160.27	52.69	371.16	3.50	
26863200	3.1	-1.59	4.49	19.95	6.93	6.75	1178.74	52.86	322.97	1.40	
26866800	3	-1.60	7.04	19.87	6.93	6.10	1191.77	53.10	238.60	0.00	
26870400	2.5	-1.64	9.07	19.81	6.16	5.84	1200.94	53.29	158.51	0.00	
26874000	2.3	-1.66	10.59	19.75	6.16	5.98	1207.41	53.46	117.04	0.00	
26877600	1.7	-1.72	11.91	19.69	6.16	6.39	1211.97	53.58	105.37	0.00	
26881200	1.3	-1.75	12.99	19.65	6.16	6.84	1215.18	53.67	102.58	0.00	
26884800	1.5	-1.74	13.67	19.61	6.16	7.32	1217.44	53.73	104.84	0.00	
26888400	1.6	-1.73	13.71	19.58	6.16	12.88	1219.03	53.77	125.25	0.00	
26892000	1.8	-1.71	12.99	19.57	6.16	14.28	1220.16	53.76	221.16	2.10	
26895600	2	-1.69	12.71	19.57	6.16	15.09	1184.50	53.70	308.75	35.00	
26899200	1.9	-1.70	12.45	19.58	6.16	10.78	1135.07	53.56	327.19	0.70	
26902800	1.7	-1.72	11.66	19.61	6.16	10.23	1075.94	53.30	323.56	0.70	
26906400	2	-1.69	10.56	19.66	6.16	9.74	997.82	52.97	314.28	0.70	
26910000	2.4	-1.65	8.75	19.72	6.16	9.56	942.77	52.61	317.14	0.70	
26913600	2.6	-1.63	7.72	19.76	6.16	13.56	903.98	52.29	356.05	11.20	
26917200	3.2	-1.58	7.44	19.79	6.16	8.58	876.64	52.02	346.65	0.70	
26920800	3.7	-1.53	7.65	19.79	6.16	8.01	893.83	51.86	301.72	0.70	
26924400	4.1	-1.50	8.69	19.77	6.16	7.98	905.94	51.79	269.89	0.70	
26928000	4	-1.50	9.72	19.73	6.16	8.57	914.47	51.77	252.64	0.70	
26931600	2.5	-1.64	10.08	19.69	6.16	14.19	969.09	51.83	276.85	0.70	
26935200	2.6	-1.63	9.56	19.67	6.16	15.34	1044.02	51.84	344.74	3.50	
26938800	2.8	-1.62	9.54	19.66	6.16	11.36	1096.83	51.83	409.18	3.50	
26942400	3	-1.60	10.22	19.65	6.16	10.95	1134.04	51.85	399.96	3.50	
26946000	3.3	-1.57	10.94	19.64	6.16	10.23	1160.27	51.88	371.16	3.50	
26949600	3.2	-1.58	11.69	19.63	6.16	9.14	1178.74	51.87	322.97	1.40	
26953200	3.2	-1.58	12.98	19.61	6.16	8.06	1191.77	51.90	238.60	0.00	
26956800	3.1	-1.59	13.77	19.59	4.95	7.36	1200.94	51.93	158.51	0.00	
26960400	3	-1.60	14.31	19.58	4.95	7.15	1207.41	51.95	117.04	0.00	
26964000	3.1	-1.59	14.60	19.57	4.95	7.12	1211.97	51.96	105.37	0.00	
26967600	3.1	-1.59	14.85	19.55	4.95	7.22	1215.18	51.96	102.58	0.00	
26971200	3.1	-1.59	14.87	19.55	4.95	7.50	1217.44	51.94	104.84	0.00	
26974800	3	-1.60	14.38	19.54	4.95	12.81	1219.03	51.90	125.25	0.00	
26978400	3	-1.60	13.34	19.55	4.95	14.15	1220.16	51.84	221.16	2.10	
26982000	3.1	-1.59	12.79	19.56	4.95	14.90	1184.50	51.73	308.75	35.00	
26985600	2.9	-1.61	12.36	19.58	4.95	10.62	1135.07	51.59	327.19	0.70	
26989200	3	-1.60	11.48	19.62	4.95	10.01	1075.94	51.39	323.56	0.70	
26992800	3.6	-1.54	10.06	19.68	4.95	9.41	997.82	51.10	314.28	0.70	
26996400	4.2	-1.49	8.13	19.74	4.95	9.20	942.77	50.80	317.14	0.70	
27000000	4.5	-1.46	7.01	19.79	4.95	13.05	903.98	50.55	356.05	11.20	
27003600	5	-1.41	6.62	19.82	4.95	8.19	876.64	50.36	346.65	0.70	
27007200	5.3	-1.38	6.81	19.83	4.95	7.62	893.83	50.33	301.72	0.70	
27010800	5.3	-1.38	7.89	19.80	4.95	7.62	905.94	50.38	269.89	0.70	
27014400	5.1	-1.40	8.82	19.77	4.95	8.18	914.47	50.46	252.64	0.70	
27018000	4.9	-1.42	8.52	19.75	4.95	13.28	969.09	50.54	276.85	0.70	
27021600	4.7	-1.44	7.78	19.74	4.95	14.41	1044.02	50.66	344.74	3.50	
27025200	4.6	-1.45	7.88	19.73	4.95	10.66	1096.83	50.77	409.18	3.50	
27028800	4.8	-1.43	8.67	19.71	4.95	10.28	1134.04	50.89	399.96	3.50	
27032400	5.1	-1.40	9.65	19.69	4.95	9.63	1160.27	51.04	371.16	3.50	
27036000	5	-1.41	10.83	19.67	4.95	8.66	1178.74	51.19	322.97	1.40	
27039600	5.1	-1.40	12.48	19.63	4.95	7.66	1191.77	51.37	238.60	0.00	
27043200	5.1	-1.40	12.75	19.62	4.51	7.45	1200.94	51.51	174.10	0.00	
27046800	5.3	-1.38	13.83	19.60	4.51	7.03	1207.41	51.70	133.99	0.00	
27050400	5.2	-1.39	14.05	19.59	4.51	6.80	1211.97	51.83	110.55	0.00	
27054000	5.3	-1.38	14.30	19.58	4.51	6.78	1215.18	51.98	104.18	0.00	
27057600	5.5	-1.37	14.85	19.56	4.51	6.86	1217.44	52.14	102.70	0.00	
27061200	6	-1.32	14.08	19.58	4.51	10.64	1219.03	52.19	107.46	0.00	
27064800	6.1	-1.31	14.39	19.56	4.51	11.28	1220.16	52.34	139.41	0.00	
27068400	6	-1.32	13.32	19.58	4.51	12.34	1184.50	52.35	221.94	4.90	
27072000	6.1	-1.31	11.28	19.62	4.51	9.66	1135.07	52.26	308.63	4.90	
27075600	6.4	-1.28	8.74	19.69	4.51	10.44	1075.94	52.07	357.89	2.80	
27079200	7	-1.23	6.08	19.78	4.51	10.76	997.82	51.77	388.59	2.80	
27082800	7.2	-1.21	3.80	19.86	4.51	10.67	942.77	51.49	408.94	2.80	
27086400	7.3	-1.20	3.07	19.91	4.51	13.45	903.98	51.29	431.67	2.80	
27090000	7.1	-1.22	3.36	19.93	4.51	8.16	876.64	51.18	422.33	2.80	
27093600	6.9	-1.24	3.96	19.93	4.51	7.22	893.83	51.23	383.83	2.80	
27097200	6.4	-1.28	5.64	19.90	4.51	7.00	905.94	51.39	353.85	7.00	
27100800	6.3	-1.29	6.89	19.85	4.51	7.29	914.47	51.57	348.73	7.00	
27104400	6.3	-1.29	6.88	19.83	4.51	12.21	969.09	51.76	379.31	8.40	
27108000	6.3	-1.29	6.24	19.82	4.51	13.21	1044.02	51.94	436.19	8.40	
27111600	6.1	-1.31	6.22	19.81	4.51	9.58	1096.83	52.10	471.36	8.40	
27115200	5.9	-1.33	6.82	19.79	4.51	9.22	1134.04	52.26	429.29	1.40	
27118800	5.9	-1.33	7.58	19.78	4.51	8.66	1160.27	52.43	350.63	1.40	
27122400	5.7	-1.35	8.75	19.76	4.51	7.78	1178.74	52.63	329.81	1.40	
27126000	6	-1.32	9.82	19.74	4.51	6.71	1191.77	52.80	277.27	0.00	
27129600	6.2	-1.30	10.08	19.73	4.86	6.50	1200.94	52.96	200.57	0.00	
27133200	6.6	-1.26	10.65	19.72	4.86	5.90	1207.41	53.14	148.04	0.00	
27136800	7	-1.23	10.88	19.71	4.86	5.62	1211.97	53.32	116.32	0.00	
27140400	7.4	-1.19	10.85	19.71	4.86	5.47	1215.18	53.46	105.37	0.00	
27144000	7.8	-1.15	10.72	19.72	4.86	5.34	1217.44	53.61	102.76	0.00	
27147600	8.4	-1.10	10.39	19.73	4.86	9.09	1219.03	53.76	102.99	0.00	
27151200	8.1	-1.12	10.07	19.73	4.86	9.61	1220.16	53.93	108.83	0.00	
27154800	8.5	-1.09	9.21	19.75	4.86	10.67	1184.50	54.05	156.01	4.90	
27158400	8.2	-1.12	7.27	19.79	4.86	8.29	1135.07	54.04	264.72	4.90	
27162000	8.5	-1.09	3.97	19.88	4.86	8.92	1075.94	53.83	379.67	2.80	
27165600	9	-1.11	0.00	20.63	4.86	8.97	997.82	51.47	440.48	2.80	
27169200	10.1	-1.00	0.00	20.64	4.86	9.55	942.77	51.41	488.32	2.80	
27172800	10.4	-0.99	0.00	20.80	4.86	12.32	903.98	50.87	494.56	2.80	
27176400	10.4	-1.00	0.00	20.97	4.86	7.17	876.64	50.34	401.33	2.80	
27180000	10.8	-0.96	0.00	21.00	4.86	6.05	893.83	50.23	324.28	2.80	
27183600	9.7	-1.04	0.00	20.78	4.86	5.30	905.94	50.96	288.04	7.00	
27187200	10	-1.00	0.00	20.65	4.86	5.21	914.47	51.40	255.37	7.00	
27190800	10.2	-0.98	0.00	20.60	4.86	9.84	969.09	51.69	265.97	8.40	
27194400	10.4	-0.96	0.00	20.60	4.86	11.02	1044.02	51.86	327.37	8.40	
27198000	10.8	-0.92	0.00	20.58	4.86	7.69	1096.83	52.07	383.00	8.40	
27201600	11.3	-0.87	0.00	20.53	4.86	7.14	1134.04	52.34	368.31	1.40	
27205200	11.6	-0.84	0.00	20.47	4.86	6.34	1160.27	52.67	342.54	1.40	
27208800	11.4	-0.84	0.00	20.36	4.86	5.08	1178.74	53.15	303.75	1.40	
27212400	10.9	-0.87	0.00	20.20	4.86	3.72	1191.77	53.77	223.66	0.00	
27216000	10.8	-0.87	1.08	20.13	5.93	3.04	1200.94	54.20	158.51	0.00	
27219600	10.9	-0.87	2.14	20.09	5.93	2.91	1207.41	54.46	117.04	0.00	
27223200	10.9	-0.87	2.91	20.06	5.93	2.99	1211.97	54.69	105.37	0.00	
27226800	10	-0.95	3.81	20.02	5.93	3.27	1215.18	54.97	102.58	0.00	
27230400	9.4	-1.00	4.46	19.99	5.93	3.74	1217.44	55.24	104.84	0.00	
27234000	9.2	-1.02	4.36	19.96	5.93	8.72	1219.03	55.45	125.25	0.00	
27237600	9.3	-1.01	3.69	19.95	5.93	10.22	1220.16	55.65	221.16	2.10	
27241200	9.5	-1.00	3.52	19.95	5.93	11.10	1184.50	55.77	308.75	35.00	
27244800	10	-0.95	3.12	19.96	5.93	7.29	1135.07	55.83	327.19	0.70	
27248400	9.7	-0.98	2.47	19.99	5.93	6.83	1075.94	55.82	323.56	0.70	
27252000	9.2	-1.02	1.71	20.03	5.93	6.57	997.82	55.71	314.28	0.70	
27255600	9.5	-1.02	0.00	20.27	5.93	6.58	942.77	54.93	317.14	0.70	
27259200	9.7	-1.02	0.00	20.50	5.93	10.42	903.98	54.17	356.05	11.20	
27262800	9.8	-1.02	0.00	20.62	5.93	6.11	876.64	53.68	346.65	0.70	
27266400	7.6	-1.21	0.00	20.56	5.93	5.50	893.83	53.71	301.72	0.70	
27270000	8.6	-1.16	0.00	20.94	5.93	5.16	905.94	52.48	269.89	0.70	
27273600	8.3	-1.14	0.00	20.55	5.93	5.42	914.47	53.59	252.64	0.70	
27277200	8.3	-1.14	0.00	20.46	5.93	10.33	969.09	53.78	276.85	0.70	
27280800	7	-1.25	0.00	20.38	5.93	11.77	1044.02	54.01	344.74	3.50	
27284400	7.1	-1.24	0.00	20.28	5.93	8.15	1096.83	54.29	409.18	3.50	
27288000	7.4	-1.20	0.00	20.16	5.93	7.53	1134.04	54.65	399.96	3.50	
27291600	7.6	-1.17	0.75	20.07	5.93	6.82	1160.27	54.89	371.16	3.50	
27295200	7.3	-1.20	2.60	20.02	5.93	6.01	1178.74	55.02	322.97	1.40	
27298800	7.1	-1.22	4.40	19.97	5.93	5.04	1191.77	55.13	238.60	0.00	
27302400	7.4	-1.19	5.72	19.93	6.74	4.42	1200.94	55.20	158.51	0.00	
27306000	7.3	-1.20	6.71	19.90	6.74	4.32	1207.41	55.27	117.04	0.00	
27309600	7.3	-1.20	7.42	19.87	6.74	4.41	1211.97	55.34	105.37	0.00	
27313200	7.5	-1.18	7.85	19.85	6.74	4.54	1215.18	55.37	102.58	0.00	
27316800	7.1	-1.22	8.24	19.83	6.74	4.96	1217.44	55.44	104.84	0.00	
27320400	7.1	-1.22	7.97	19.81	6.74	10.03	1219.03	55.52	125.25	0.00	
27324000	7.5	-1.18	7.00	19.81	6.74	11.38	1220.16	55.52	221.16	2.10	
27327600	5.1	-1.40	7.61	19.79	6.74	12.87	1184.50	55.57	308.75	35.00	
27331200	5.2	-1.39	6.85	19.81	6.74	8.61	1135.07	55.42	327.19	0.70	
27334800	7.4	-1.20	0.00	20.10	6.74	6.17	1075.94	54.44	323.56	0.70	
27338400	9	-1.12	0.00	20.80	6.74	6.10	997.82	52.18	314.28	0.70	
27342000	9.3	-1.07	0.00	20.72	6.74	6.58	942.77	52.31	317.14	0.70	
27345600	9.7	-1.06	0.00	20.93	6.74	10.42	903.98	51.53	356.05	11.20	
27349200	10.1	-1.03	0.00	21.05	6.74	6.11	876.64	51.03	346.65	0.70	
27352800	10.3	-1.01	0.00	21.06	6.74	5.50	893.83	50.86	301.72	0.70	
27356400	9.1	-1.10	0.00	20.83	6.74	5.16	905.94	51.47	269.89	0.70	
27360000	7.5	-1.22	0.00	20.58	6.74	5.42	914.47	52.26	252.64	0.70	
27363600	7.5	-1.21	0.00	20.46	6.74	10.39	969.09	52.72	276.85	0.70	
27367200	7.8	-1.18	0.00	20.39	6.74	11.71	1044.02	53.05	344.74	3.50	
27370800	8.5	-1.11	0.00	20.36	6.74	8.15	1096.83	53.30	409.18	3.50	
27374400	7	-1.24	0.00	20.20	6.74	7.53	1134.04	53.86	399.96	3.50	
27378000	7.1	-1.22	0.53	20.08	6.74	6.76	1160.27	54.26	371.16	3.50	
27381600	7	-1.23	2.42	20.03	6.74	5.96	1178.74	54.44	322.97	1.40	
27385200	6.7	-1.25	4.43	19.97	6.74	5.06	1191.77	54.64	238.60	0.00	
27388800	6	-1.32	6.17	19.92	7.07	4.64	1200.94	54.85	158.51	0.00	
27392400	6	-1.32	7.45	19.87	7.07	4.63	1207.41	55.06	117.04	0.00	
27396000	6	-1.32	8.20	19.84	7.07	4.74	1211.97	55.22	105.37	0.00	
27399600	5.7	-1.35	9.11	19.80	7.07	5.07	1215.18	55.40	102.58	0.00	
27403200	6.3	-1.29	9.35	19.78	7.07	5.36	1217.44	55.54	104.84	0.00	
27406800	6.4	-1.28	8.88	19.77	7.07	10.41	1219.03	55.61	125.25	0.00	
27410400	6.3	-1.29	8.18	19.77	7.07	11.91	1220.16	55.66	221.16	2.10	
27414000	6.3	-1.29	7.98	19.76	7.07	12.80	1184.50	55.66	308.75	35.00	
27417600	6.1	-1.31	7.23	19.79	7.07	8.67	1135.07	55.57	327.19	0.70	
27421200	6.7	-1.25	4.38	19.89	7.07	7.48	1075.94	55.23	323.56	0.70	
27424800	6.8	-1.25	1.25	20.01	7.07	6.47	997.82	54.77	314.28	0.70	
27428400	7.7	-1.20	0.00	20.41	7.07	6.58	942.77	53.44	317.14	0.70	
27432000	8.7	-1.16	0.00	20.95	7.07	10.49	903.98	51.72	356.05	11.20	
27435600	9.2	-1.14	0.00	21.29	7.07	6.11	876.64	50.62	346.65	0.70	
27439200	6.4	-1.46	0.00	21.92	7.07	5.50	893.83	48.64	301.72	0.70	
27442800	8.4	-1.24	0.00	21.64	7.07	5.16	905.94	49.41	269.89	0.70	
27446400	8	-1.24	0.00	21.30	7.07	5.42	914.47	50.33	252.64	0.70	
27450000	6	-1.41	0.00	21.10	7.07	10.51	969.09	50.89	276.85	0.70	
27453600	6.4	-1.37	0.00	21.00	7.07	11.81	1044.02	51.13	344.74	3.50	
27457200	6.8	-1.32	0.00	20.90	7.07	8.15	1096.83	51.45	409.18	3.50	
27460800	6.8	-1.31	0.00	20.74	7.07	7.53	1134.04	51.92	399.96	3.50	
27464400	6.4	-1.32	0.00	20.54	7.07	6.60	1160.27	52.54	371.16	3.50	
27468000	6.3	-1.31	0.00	20.31	7.07	5.25	1178.74	53.24	322.97	1.40	
27471600	6.1	-1.31	1.08	20.13	7.07	4.07	1191.77	53.83	238.60	0.00	
27475200	5.9	-1.33	3.39	20.05	7.14	3.80	1200.94	54.09	158.51	0.00	
27478800	5.3	-1.38	5.28	19.97	7.14	4.01	1207.41	54.32	117.04	0.00	
27482400	4.9	-1.42	6.79	19.91	7.14	4.39	1211.97	54.51	105.37	0.00	
27486000	5	-1.41	7.84	19.86	7.14	4.73	1215.18	54.66	102.58	0.00	
27489600	4.6	-1.45	8.76	19.81	7.14	5.33	1217.44	54.77	104.84	0.00	
27493200	4.4	-1.47	8.88	19.78	7.14	10.74	1219.03	54.84	125.25	0.00	
